paragraph_id,text,article_title,article_url,source_portal,publish_date,aceh_confidence,word_count,query_used,collector,topic,topic_score,topic_method,sentiment,sentiment_pos_count,sentiment_neg_count,sentiment_method,labeling_notes
4374,"Sekarang masih kisaran Rp500 ribu perhari kalau normal, kalau cuacanya hujan tidak sampai segitu, sebutnya.","Bisnis Thai Tea, Minuman Khas Negeri Gajah Putih yang Digemari Kaula Muda",https://www.ajnn.net/news/bisnis-thai-tea-minuman-khas-negeri-gajah-putih-yang-digemari-kaula-muda/index.html,ajnn.net,"Sat, 05 Mar 2022 08:00:00 GMT",low,15,inkubator bisnis Aceh,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
4375,"Rahmad juga mengatakan, dalam menyambut bulan Ramadan tahun ini, dia akan menyediakan stok untuk bumbu racikan Thai Tea nya. Kemudian dia juga menyebutkan bahwa minuman yang dijualnya paling laku atau ramai saat malam hari.","Bisnis Thai Tea, Minuman Khas Negeri Gajah Putih yang Digemari Kaula Muda",https://www.ajnn.net/news/bisnis-thai-tea-minuman-khas-negeri-gajah-putih-yang-digemari-kaula-muda/index.html,ajnn.net,"Sat, 05 Mar 2022 08:00:00 GMT",low,34,inkubator bisnis Aceh,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
4376,"Thai tea yang ini brand kami sendiri coba-coba, kalau kita pake brand lain, kena di modal awalnya. Kita harus beli nama sekitar Rp12 juta hingga Rp15 juta, karena mereka pasok bubuk. Jadi hal itu tidak kita lakukan karena tak sampai sebanyak itu pendapatan juga sebenarnya. Jadi kami buat nama sendiri coba-coba, jelasnya","Bisnis Thai Tea, Minuman Khas Negeri Gajah Putih yang Digemari Kaula Muda",https://www.ajnn.net/news/bisnis-thai-tea-minuman-khas-negeri-gajah-putih-yang-digemari-kaula-muda/index.html,ajnn.net,"Sat, 05 Mar 2022 08:00:00 GMT",low,52,inkubator bisnis Aceh,Aulia,funding,3.0,auto,neutral,0,0,auto,
4377,"Rahmad menambahkan, jika memakai nama Brand Franchise lebih banyak keuntungannya karena lebih dikenal","Bisnis Thai Tea, Minuman Khas Negeri Gajah Putih yang Digemari Kaula Muda",https://www.ajnn.net/news/bisnis-thai-tea-minuman-khas-negeri-gajah-putih-yang-digemari-kaula-muda/index.html,ajnn.net,"Sat, 05 Mar 2022 08:00:00 GMT",low,13,inkubator bisnis Aceh,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
4378,"Memang sih keuntungannya lebih enak Franchise. Apalagi sedang lagi terkenal seperti Island dan Urban. Mungkin kita lebih mudah dikenal. Kalau sekarang palingan orang lewat saja, ada sih beberapa langganan dan kalau merek ini baru dua di buka di Banda Aceh, imbuhnya.","Bisnis Thai Tea, Minuman Khas Negeri Gajah Putih yang Digemari Kaula Muda",https://www.ajnn.net/news/bisnis-thai-tea-minuman-khas-negeri-gajah-putih-yang-digemari-kaula-muda/index.html,ajnn.net,"Sat, 05 Mar 2022 08:00:00 GMT",high,41,inkubator bisnis Aceh,Aulia,funding,3.0,article_propagated,neutral,0,0,auto,
4379,"BIREUEN - Koordinator Koalisi Selamatkan Lahan dan Hutan Aceh, Yusmadi Yusuf, mengimbau warga untuk tidak menanami Paya Nie di Kecamatan Kutablang, Bireuen, dengan pohon sawit. Dia mengatakan Paya Nie adalah kawasan lindung yang harus dijaga kelestariannya.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",high,36,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4380,"Aceh Wetland Foundation mendapati perubahan fungsi lahan menjadi kebun kelapa sawit di Paya Nie. Luas areal penanaman terus bertambah, kata Yusmadi, Rabu, 20 Maret 2024.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",high,25,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4381,"Penanaman sawit menyebabkan luas areal rawa menyusut. Jika terus dibiarkan, kata Yusmadi, rawa itu bakal kering. Fakta itu terekam di Gampong Buket Dalam dan Gampong Tanjong Siron dan Paloh Raya, Kecamatan Kutablang. Bireuen.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",high,33,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4382,Yusmadi mengatakan pemilik kebun di sekitar paya mengeruk lahan sebelum ditanami sawit.,Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",medium,12,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4383,"Dari aspek legal formal, kata Yusmadi, Paya Nie terdaftar sebagai areal penggunaan lain yang saat ini, sebagian besar, dimanfaatkan masyarakat untuk perkebunan kelapa sawit.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",medium,24,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4384,"Yusmadi juga mengingatkan bahwa hal ini melanggar Qanun Nomor 7 Tahun 2013 tentang Rencana Tata Ruang Wilayah (RTRW) yang menegaskan bahwa Paya Nie memiliki luas 304,19 hektare dan status hukum sebagai kawasan yang harus dilindungi.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",medium,35,inkubator bisnis Aceh,Aulia,regulation,5.0,auto,neutral,0,0,auto,
4385,"Konversi rawa ini akan terjadi perubahan pada pola penggunaan lahan yang memberikan implikasi luas pada perubahan tata lingkungan dan pola kehidupan sosial ekonomi masyarakat yang ada di sekitar Paya Nie, kata Yusmadi.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",medium,32,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4386,"Dalam satu dekade terakhir, kata Yusmadi, Paya Nie mengalami penyusutan debit air dan degradasi lahan akibat aktivitas pertanian dan perkebunan kelapa sawit oleh masyarakat. Jika hal ini terus terjadi, maka kawasan rawa yang menjadi cadangan air untuk pertanian bakal menyusut dan berpotensi mengering.",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",medium,43,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4387,"Sebagai respons atas temuan ini, Koalisi Selamatkan Lahan dan Hutan Aceh menyerukan kepada seluruh pihak terkait, termasuk keuchik gampong, Camat Kutablang, dan Bupati Bireuen, untuk mengambil langkah-langkah konkret dalam melindungi dan mengelola kembali kawasan rawa Paya Nie.***",Pemkab Bireuen Didesak untuk Selamatkan Rawa Paya Nie,https://www.ajnn.net/news/pemkab-bireuen-didesak-untuk-selamatkan-rawa-paya-nie/index.html,ajnn.net,"Wed, 20 Mar 2024 07:00:00 GMT",high,37,inkubator bisnis Aceh,Aulia,regulation,5.0,article_propagated,neutral,0,0,auto,
4388,"Aceh Besar (Waspada Aceh) Linot atau kelulut adalah serangga kecil sebangsa lebah yang ukurannya lebih kecil, biasanya membangun sarangnya di dalam lubang-lubang kayu yang sudah mati.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,high,26,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4389,"Masyarakat Aceh menyebutnya dengan Linot. Linot termasuk hewan yang tidak berbahaya karena tidak memiliki sengatan, meskipun dapat mengganggu pada tubuh manusia seperti bagian rambut dan kulit.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,high,26,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4390,Madu Linot saat ini gencar dibudidayakan oleh masyarakat Aceh karena khasiatnya yang begitu banyak dan dapat menambah penghasilan.,Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,high,18,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4391,"Salah satu lokasi ternak Linot ini berada di Barbate, satu area dengan kebun kurma di jalan lintas Blangbintang-Kruengraya, Kabupaten Aceh Besar. Dari Kota Banda Aceh lokasi ini dapat ditempuh sekitar 21 km atau 30 menit perjalanan, melalui jalan beraspal serta naik turun bukit. Di lokasi ini, terdapat kebun kurma, madu kelulut, wisata kebun dan kuda, serta sebagainya.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,high,57,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,1,auto,
4392,Di sekitarnya terdapat koloni kelulut yang dibuat dalam bentuk rumah-rumah mini yang berdiameter sekitar 30 centimeter hingga satu meter dengan batang kayu sebagai penyangga utamanya.,Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,25,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4393,"Peternak madu Linot di Barbate Aceh Besar, Ismail Wiranu,27, saat ditemui Waspadaaceh.com Minggu, (23/9/2023) mengatakan, ia tertarik membudidayakan kelulut karena prospek ekonominya sangat menjanjikan.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,high,24,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,positive,2,0,auto,
4394,Madu kelulut dapat diproduksi setiap bulan dan juga sangat ramah dengan lingkungan. Ranu mengatakan kelulut yang dibudidayakannya adalah jenis Geniothoracica dan Hertrigona Itama. Harga madunya berkisar antara Rp500.000 hingga Rp600.000 per liter.,Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,32,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4395,"Dalam satu bulan, Ranu bisa menghasilkan 60 hingga 90 Kg madu kelulut. Tidak hanya menghasilkan madu, ternyata kelulut ini juga bisa menghasilkan propolis atau getah madu kelulut yang memiliki nilai ekonomi cukup tinggi. Propolis merupakan produk sampingan berupa getah yang dihasilkan oleh lebah madu dan memiliki nilai jual yang cukup mahal.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,51,inkubator bisnis Aceh,Aulia,market_access,3.0,auto,neutral,0,1,auto,
4396,"Koloni lebah ini terdiri golongan reproduktif, meliputi satu ekor lebah ratu dan ratusan ekor lebah jantan, serta golongan nonreproduktif yaitu ribuan sampai seratus ribu lebah pekerja,jelasnya.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,26,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,0,auto,
4397,"Selain itu, kelulut juga menghasilkan beepolen atau sarang lebah yang berkhasiat untuk kesehatan mata. Melihat potensi budidaya madu kelulut yang sangat besar, Ranu tertarik untuk mengembangkannya sebagai bisnis yang akan dipasarkan pada masyarakat luas.",Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,34,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,1,0,auto,
4398,Rasa madu Linot sangat unik dan berbeda dari madu biasa. Ia memiliki rasa sedikit manis dengan sensasi asam segar buah serta nutrisi yang tinggi. (*),Melihat Budidaya Linot di Kebun Kurma Barbate Aceh Besar,https://waspadaaceh.com/melihat-budidaya-linot-di-kebun-kurma-barbate-aceh-besar/,waspadaaceh.com,2023-09-30,medium,25,inkubator bisnis Aceh,Aulia,market_access,3.0,article_propagated,neutral,0,1,auto,
4399,"Aceh Besar (Waspada Aceh) Gedung Anak Muda Aceh Unggul dan Hebat (Amanah) yang terletak di Kawasan Industri Aceh (KIA), Ladong, Aceh Besar, menjadi pusat pengembangan kreativitas dan inovasi bagi generasi muda Aceh.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,32,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,positive,3,0,auto,
4400,"Pada Senin (9/12/2024), dalam rangkaian acara Aceh Youth Business Forum 2024 (AYBF), sejumlah stakeholder, termasuk media, berkesempatan menjelajahi fasilitas di Gedung Amanah.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,22,inkubator bisnis Aceh,Aulia,infrastructure,7.0,auto,neutral,0,0,auto,
4401,"Kunjungan ini difasilitasi oleh Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Aceh serta Amanah, menggunakan transportasi umum Transkutaraja. Gedung ini terletak sekitar 22 km dari Kota Banda Aceh, yang dapat ditempuh dalam waktu 35 menit.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,37,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4402,"Gedung yang telah diresmikan oleh Presiden Joko Widodo pada 15 Oktober 2024 ini, hadir sebagai wadah bagi pemuda Aceh untuk mengembangkan potensi di berbagai bidang, mulai dari pertanian, peternakan, seni budaya, hingga teknologi.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,33,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,1,0,auto,
4403,"Pusat kreativitas ini mengusung konsep multifungsi dengan berbagai fasilitas yang mendukung perkembangan UMKM dan inovasi anak muda mulai dari ruang pelatihan, workshop, hingga inkubator bisnis.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,25,inkubator bisnis Aceh,Aulia,ecosystem,6.0,auto,positive,3,0,auto,
4404,"Sandy Islamanda, Expertise Amanah yang juga pembina UMKM, memandu peserta media visit, mengenalkan berbagai fasilitas yang ada di gedung ini. Kunjungan dimulai dengan melihat area produksi kopi, produk unggulan Aceh.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,30,inkubator bisnis Aceh,Aulia,infrastructure,4.0,auto,neutral,0,0,auto,
4405,"Di sana juga terdapat mesin roasting canggih asal Brasil senilai Rp950 juta, yang mampu meroasting kopi hingga 5 kg dalam sekali proses.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,22,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4406,"Selain kopi, kami juga melihat laboratorium uji coba minyak nilam, yang merupakan produk unggulan lainnya. Di lokasi ini, juga terdapat rumah penyulingan nilam serta ruang kemasan.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,26,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4407,"Lebih lanjut, pengunjung juga dapat melihat beberapa pameran produk UMKM karya anak muda Aceh, seperti kerajinan tangan, tas, pakaian, hingga produk kecantikan dan tenun.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,24,inkubator bisnis Aceh,Aulia,market_access,4.0,auto,neutral,0,0,auto,
4408,"Kami juga mengunjungi area pembibitan tanaman modern dengan sistem penyiraman otomatis yang menjamin efisiensi dan hasil yang optimal, mulai dari cabai, anggur, hingga buah-buahan lainnya.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,25,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4409,"Selain itu, fasilitas di Amanah mencakup area pembibitan ikan nila dan rumah teknologi yang memamerkan berbagai inovasi, seperti transportasi listrik dan drone untuk kebutuhan pertanian",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,25,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,1,0,auto,
4410,"Sandy Islamanda menambahkan, Amanah bertujuan untuk menjadi pusat kegiatan anak muda Aceh dalam mengembangkan ide dan kreativitas.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,17,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4411,"Fokus kami adalah pada pemberdayaan kreativitas anak muda, dengan menyediakan fasilitas yang mendukung karya mereka di 17 bidang, mulai dari industri hingga seni, ujarnya.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,24,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,positive,2,0,auto,
4412,"Saat ini, Amanah sudah memiliki sekitar 20 ribu anggota yang tersebar di seluruh Aceh, dengan daerah-daerah aktif seperti Takengon, Aceh Selatan, Sigli, Aceh Utara, dan Aceh Timur. Terdapat sekitar 30 UMKM yang telah bergabung, dengan fokus utama pada peningkatan kualitas produk dan pengembangan teknologi.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,44,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,1,0,auto,
4413,"Selain itu, Amanah menyediakan platform untuk memamerkan produk-produk UMKM agar bisa menarik perhatian pembeli, baik dari pasar lokal maupun internasional.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,20,inkubator bisnis Aceh,Aulia,market_access,4.0,auto,neutral,0,0,auto,
4414,"Kami juga memberikan dukungan dalam bentuk fasilitas peralatan, seperti mesin bordir untuk membantu UMKM di Aceh, jelas Sandy.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,18,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,1,0,auto,
4415,"Dia berharap, Amanah dapat memperluas dampaknya ke daerah-daerah lebih terpencil di Aceh, meningkatkan kolaborasi antar anggota, serta membuka pasar baru untuk produk-produk UMKM. Dengan demikian, Amanah tidak hanya berfungsi sebagai wadah kreativitas, tetapi juga sebagai motor penggerak perekonomian Aceh yang berbasis pada inovasi anak muda.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,45,inkubator bisnis Aceh,Aulia,market_access,4.0,auto,positive,2,0,auto,
4416,"Salah satu peserta media visit, Ima, mengapresiasi terhadap inisiatif hadirnya Amanah sebagai wadah kreatifitas anak muda.",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,medium,16,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,neutral,0,0,auto,
4417,"Meskipun baru beroperasi, ia berharap agar Amanah tidak hanya menjadi wadah bagi anak muda untuk berkarya, tetapi juga mampu menggerakkan kreativitas mereka secara nyata, memberikan dampak positif, dan mendorong perubahan yang signifikan bagi perkembangan generasi muda Aceh di masa depan. (*)",Touring ke Gedung Amanah: Wadah Kreativitas dan Inovasi Pemuda Aceh,https://waspadaaceh.com/touring-ke-gedung-amanah-wadah-kreativitas-dan-inovasi-pemuda-aceh/,waspadaaceh.com,2024-12-10,high,41,inkubator bisnis Aceh,Aulia,market_access,4.0,article_propagated,positive,3,0,auto,
4418,"Langsa, Aceh Muhammad Albar, anak muda asal Langsa, Aceh, sukses go nasional lewat brand streetwear Orbitutara. Menggabungkan budaya Aceh autentik dengan vibe urban modern, Albar tak hanya ciptakan outfit keren, tapi juga bangun komunitas kreatif untuk generasi Z.","Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,high,38,inkubator bisnis Aceh,Aulia,ecosystem,7.0,article_propagated,neutral,1,0,auto,
4419,"Sejak SMA, Albar sudah tergila-gila street art, musik hip-hop, dan street style. Ia mulai desain koleksi sendiri saat kuliah. ""Fashion adalah bahasa visual untuk cerita budaya dan identitas kita,"" kata Albar dalam profil resminya.","Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,low,34,inkubator bisnis Aceh,Aulia,ecosystem,7.0,article_propagated,neutral,0,0,auto,
4420,"Orbitutara lahir dari mimpi besar Albar: angkat identitas Aceh ke dunia streetwear. ""Orbit"" simbolkan gerakan dinamis fashion tanpa batas, sementara ""Utara"" wakili akar di ujung Sumatra. Koleksinya hadir dengan hoodie oversized, tee graphic, jaket bomber, dan aksesori edgylengkap dengan motif Aceh tradisional, warna bold, serta tipografi tegas, cocok buat daily urban look.","Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,high,52,inkubator bisnis Aceh,Aulia,ecosystem,7.0,article_propagated,neutral,0,0,auto,
4421,"Bukan sekadar bisnis, Orbitutara jadi inkubator talenta Aceh. Albar gelar workshop desain gratis, kolaborasi seniman lokal, dan pop-up exhibition di kafe-kafe Langsa. Strategi ini kuatkan ekosistem kreatif, dorong pemuda lokal terjun ke industri fashion yang lagi booming.","Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,high,37,inkubator bisnis Aceh,Aulia,ecosystem,7.0,auto,neutral,1,0,auto,
4422,"Ke depan, Albar incar ekspansi agresif: kolaborasi desainer nasional, pop-up store di Jakarta dan luar negeri, plus e-commerce global. ""Orbitutara harus jadi ikon inspirasi dari Aceh di panggung fashion dunia,"" tegasnya penuh semangat.","Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,high,33,inkubator bisnis Aceh,Aulia,digitalization,3.0,auto,neutral,1,0,auto,
4423,Kisah Albar jadi penyemangat bagi pemuda Aceh: talenta lokal bisa saingi level nasional dengan kreativitas dan keberanian.,"Perjalanan Muhammad Albar, Mengembangkan Bisnis Streetwear Orbitutara ke Panggung Fashion Nasional",https://www.kompasiana.com/hernaamalia1624/698f28c0ed6415317c257342/perjalanan-muhammad-albar-mengembangkan-bisnis-streetwear-orbitutara-ke-panggung-fashion-nasional,kompasiana.com,2026-02-13,high,17,inkubator bisnis Aceh,Aulia,ecosystem,7.0,article_propagated,neutral,0,0,auto,
